,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SCREEN,,,,REPORT,,,,,DATA LAST UPDATED,,,,,,,,,,,,,,,,,,,,,,,,,,
,Unsaved,,,,Unsaved Screening Default,,,,,Asia                Europe            Americas,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,4/26/16            4/26/16            4/26/16,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Name,Symbol,Country,Market Capitalization (bil) [USD],Price Return - Absolute 01 Week,Price Return - Absolute 02 Weeks,Price Return - Absolute 04 Weeks,Price Return - Absolute 13 Weeks,Price Return - Absolute 26 Weeks,Price Return - Absolute 3 Weeks,Price Return - Absolute 39 Weeks,Price Return - Absolute 52 Weeks,Price Return - Absolute Year to Date,"Price, Current [Local]",Warranted Default Price [Local],"Price, % 52 week High","Price, % Change to 26 Week High","Price, % Change to 26 Week Low","Price, % Change to 52 Week High","Price, % Change to 52 Week Low",Price / Earnings Ratio - FY1,Price / Earnings Ratio - FY2,Price / Earnings Ratio - LFY,Country (Domicile),Exchange Code,Industry Code - GICS Group,Industry Code - GICS Industry,Industry Code - GICS Sector,Industry Code - GICS Sub-Industry,Earnings Per Share - FY1 [Local],Earnings Per Share - FY2 [Local],Daily Volume Average (K shares),Price Return 2 Weeks Ago to 3 Weeks Ago,"Price, 52 Week High [Local]","Price, 52 Week Low [Local]",Price - Annual Closing [Local]
,ROYAL CARIBBEAN CRUISES LTD,RCL,USA,16.620,-8.95,-8.44,-0.9,-13.9,-24.7,-9.87,-10.7,1.84,-26,76.24,105.18,24.67,33,10,33,11,12.62,10.74,33.40,USA,Not Available,Consumer Services,"Hotels, Restaurants & Leisure",Consumer Discretionary,"Hotels, Resorts & Cruise Lines",NA,NA,3534,-1.6,101.21,67.94,101.21
,NORTHERN TRUST CORP,NTRS,USA,16.617,7.07,14.39,10.9,19.8,4.6,9.89,-6.0,-1.01,0,72.47,77.41,7.85,4,22,9,22,17.25,15.52,17.89,USA,Not Available,Diversified Financials,Capital Markets,Financials,Asset Management & Custody Banks,NA,NA,1497,-3.9,78.64,56.85,72.09
,DR PEPPER SNAPPLE GROUP INC,DPS,USA,16.489,-2.05,-5.35,-1.8,-4.3,-3.6,-5.13,11.2,9.84,-7,87.78,61.83,6.54,7,2,7,16,20.37,18.80,23.30,USA,NA (USA),"Food, Beverage & Tobacco",Beverages,Consumer Staples,Soft Drinks,NA,NA,1517,0.2,93.92,73.54,93.20
,WEYERHAEUSER CO,WY,USA,16.458,1.67,3.27,6.3,26.9,7.4,3.56,8.4,-0.22,6,32.24,25.19,1.50,0,30,2,30,28.03,21.86,33.69,USA,Not Available,Real Estate,Real Estate Investment Trusts (REITs),Financials,Specialized REIT's,NA,NA,6602,0.3,32.73,22.60,29.98
,LINKEDIN CORP,LNKD,USA,16.180,2.44,10.15,7.6,-40.1,-43.2,3.30,-46.9,-54.22,-48,122.53,144.19,51.54,106,17,106,17,38.47,30.37,-174.48,USA,NA (USA),Software & Services,Internet Software & Services,Information Technology,Internet Software & Services,NA,NA,3771,-6.2,252.87,101.11,225.08
,HCP INC,HCP,USA,16.059,-3.35,-2.57,6.5,-8.7,-12.6,3.53,-11.2,-20.47,-9,34.50,27.32,15.02,11,24,18,24,12.45,12.28,-31.60,USA,Not Available,Real Estate,Real Estate Investment Trusts (REITs),Financials,Health Care REITs,NA,NA,4324,6.3,40.60,26.26,38.24
,EXPEDIA INC,EXPE,USA,16.024,-1.51,4.41,-0.2,0.4,-14.3,-0.64,1.7,8.71,-15,106.64,48.75,21.76,28,12,28,12,20.51,15.80,21.18,USA,Not Available,Retailing,Internet & Catalog Retail,Consumer Discretionary,Internet Retail,NA,NA,2826,-4.8,136.30,93.54,124.30
,CLOROX CO/DE,CLX,USA,16.009,-3.13,-4.73,-3.2,-4.0,-0.6,-3.87,11.0,12.09,-3,123.76,73.28,4.10,4,2,4,15,25.21,23.66,27.28,USA,Not Available,Household & Personal Products,Household Products,Consumer Staples,Household Products,NA,NA,1198,0.9,129.05,104.96,126.83
,REPUBLIC SERVICES INC,RSG,USA,15.936,-0.89,-1.40,-4.9,6.5,5.2,-5.18,11.1,10.94,5,46.11,21.89,4.42,5,7,5,14,21.45,19.68,20.56,USA,Not Available,Commercial  & Professional Services,Commercial Services & Supplies,Industrials,Environmental & Facilities Services,NA,NA,1698,-3.8,48.24,39.44,43.99
,NOBLE ENERGY INC,NBL,USA,15.756,12.10,13.48,11.4,24.1,0.3,16.79,1.9,-28.62,6,36.49,38.25,27.37,1,24,38,24,-26.25,-42.68,-5.43,USA,Not Available,Energy,"Oil, Gas & Consumable Fuels",Energy,Oil & Gas Exploration & Production,NA,NA,4974,2.9,50.24,27.63,32.93
,NUCOR CORP,NUE,USA,15.742,0.08,4.78,6.6,40.1,13.9,4.27,16.2,2.99,22,49.51,56.13,0.08,0,29,0,29,25.39,18.07,36.31,USA,Not Available,Materials,Metals & Mining,Materials,Steel,NA,NA,2676,-0.5,49.55,35.15,40.30
,MEAD JOHNSON NUTRITION CO,MJN,USA,15.724,-0.42,-0.79,2.3,19.6,3.4,-2.51,-6.7,-14.34,6,84.31,73.41,13.97,2,17,16,17,24.09,22.22,24.07,USA,NA (USA),"Food, Beverage & Tobacco",Food Products,Consumer Staples,Packaged Foods & Meats,NA,NA,2152,-1.7,98.00,69.74,78.95
,DAVITA HEALTHCARE PARTNERS,DVA,USA,15.713,0.93,1.08,4.7,12.0,-1.4,1.26,-5.7,-10.74,7,74.91,87.03,10.92,3,16,12,16,19.26,17.02,54.89,USA,Not Available,Health Care Equipment & Services,Health Care Providers & Services,Health Care,Health Care  Services,NA,NA,1051,0.2,84.09,62.56,69.71
,PARKER-HANNIFIN CORP,PH,USA,15.450,0.26,3.73,2.8,26.9,10.6,1.96,3.6,-6.92,15,114.36,127.25,8.32,0,23,9,23,18.75,17.55,13.70,USA,Not Available,Capital Goods,Machinery,Industrials,Industrial Machinery,NA,NA,1407,-1.7,124.74,87.99,96.98
,DTE ENERGY CO,DTE,USA,15.447,-3.76,-3.63,-4.1,5.5,2.9,-5.80,10.9,3.57,8,86.07,67.16,5.47,6,9,6,14,17.39,16.39,19.80,USA,Not Available,Utilities,Multi-Utilities,Utilities,Multi-Utilities,NA,NA,1022,-2.3,91.05,74.08,80.19
,CHECK POINT SOFTWARE TECHN,CHKP,USA,15.407,-6.19,-2.60,0.1,9.9,3.1,-4.43,-0.7,-5.28,0,83.83,116.54,5.17,5,10,5,10,20.32,18.46,22.45,ISR,Not Available,Software & Services,Software,Information Technology,Systems Software,NA,NA,1529,-1.9,88.40,75.43,78.57
,CONCHO RESOURCES INC,CXO,USA,15.362,9.18,8.61,10.3,33.1,1.5,12.98,10.9,-9.20,19,118.96,97.53,4.53,0,35,5,35,-233.25,-103.44,171.96,USA,NA (USA),Energy,"Oil, Gas & Consumable Fuels",Energy,Oil & Gas Exploration & Production,NA,NA,2480,4.0,124.60,77.07,92.86
,SMUCKER (JM) CO,SJM,USA,15.237,-1.75,-1.37,-2.0,2.7,6.7,-4.81,19.5,8.46,2,127.31,89.06,3.93,4,12,4,17,22.00,19.89,30.32,USA,Not Available,"Food, Beverage & Tobacco",Food Products,Consumer Staples,Packaged Foods & Meats,NA,NA,918,-3.5,132.52,105.59,100.98
,SANDISK CORP,SNDK,USA,15.232,-0.36,-1.35,-0.2,12.0,-3.7,-0.93,22.1,11.15,0,75.79,74.10,3.29,2,11,3,35,25.22,22.79,40.21,USA,Not Available,Technology Hardware & Equipment,"Technology Hardware, Storage & Peripherals",Information Technology,"Technology Hardware, Storage & Peripherals",NA,NA,3769,0.4,78.37,49.05,75.99
,ROCKWELL AUTOMATION,ROK,USA,15.232,-1.50,3.25,3.2,25.7,6.5,1.36,-2.1,2.66,12,115.92,117.01,8.09,1,21,9,21,19.65,18.70,16.68,USA,Not Available,Capital Goods,Electrical Equipment,Industrials,Electrical Components & Equipment,NA,NA,1048,-1.8,126.13,91.58,102.61
,BARD (C.R.) INC,BCR,USA,15.147,0.21,1.98,4.6,13.2,15.5,1.24,10.4,18.16,9,205.53,85.23,0.82,1,14,1,18,20.61,18.54,105.24,USA,Not Available,Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care,Health Care Equipment,NA,NA,518,-0.7,207.23,169.56,189.44
,POTASH CORP SASK INC,POT,USA,14.966,9.26,12.41,5.0,11.5,-18.0,5.34,-35.1,-46.21,2,17.89,21.89,45.77,14,14,84,14,19.66,16.75,11.26,CAN,Not Available,Materials,Chemicals,Materials,Fertilizers & Agricultural Chemicals,NA,NA,8384,-6.3,32.99,15.42,17.12
,REALTY INCOME CORP,O,USA,14.925,-5.78,-5.76,-3.4,9.9,19.0,-4.63,26.1,20.26,17,59.60,65.74,5.41,6,20,6,27,20.69,19.74,47.37,USA,Not Available,Real Estate,Real Estate Investment Trusts (REITs),Financials,Retail REIT's,NA,NA,2150,1.2,63.01,43.38,51.63
,POTASH CORP SASK INC,POT.,CAN,14.900,7.73,9.39,0.4,-0.3,-21.2,2.43,-37.1,-44.03,-9,22.57,26.44,44.41,20,8,80,8,19.57,16.68,11.27,CAN,Not Available,Materials,Chemicals,Materials,Fertilizers & Agricultural Chemicals,NA,NA,2601,-6.4,40.60,20.77,23.70
,WORKDAY INC,WDAY,USA,14.871,0.20,-1.71,6.8,10.8,-3.6,-2.10,-6.8,-13.08,-3,76.26,20.73,17.27,11,35,21,35,"7,626.00",282.44,-52.08,USA,NA (USA),Software & Services,Software,Information Technology,Application Software,NA,NA,2575,-0.4,92.18,49.25,79.68
,CGI GROUP INC  -CL A,GIB,USA,14.823,-3.06,0.04,3.7,23.3,27.5,-0.46,22.8,4.60,18,47.63,47.12,3.35,3,22,3,25,17.17,15.97,17.49,CAN,Not Available,Software & Services,IT Services,Information Technology,IT Consulting & Other Services,NA,NA,248,-0.5,49.28,35.59,39.70
,CGI GROUP INC  -CL A,GIB.A,CAN,14.775,-4.38,-2.64,-0.8,10.3,22.5,-3.08,19.1,8.99,8,60.16,56.45,4.93,5,19,5,22,17.12,15.92,17.63,CAN,Not Available,Software & Services,IT Services,Information Technology,IT Consulting & Other Services,NA,NA,644,-0.4,63.28,46.92,55.36
,GENUINE PARTS CO,GPC,USA,14.741,-2.64,-0.42,-1.0,21.4,8.5,-2.95,11.4,5.21,13,98.22,102.94,1.50,2,20,2,20,20.63,19.18,18.47,USA,Not Available,Retailing,Distributors,Consumer Discretionary,Distributors,NA,NA,840,-2.5,99.72,78.47,85.89
,ESSEX PROPERTY TRUST,ESS,USA,14.738,-0.16,-2.99,-0.8,-0.2,-2.5,-3.57,0.3,-1.10,-5,225.43,253.34,5.84,6,13,6,13,20.57,18.89,68.40,USA,Not Available,Real Estate,Real Estate Investment Trusts (REITs),Financials,Residential REIT's,NA,NA,486,-0.6,239.41,195.54,239.41
,FIFTH THIRD BANCORP,FITB,USA,14.720,5.38,14.23,8.9,16.8,-2.6,10.83,-11.9,-4.71,-8,18.75,21.10,11.85,12,21,13,21,12.02,10.93,9.90,USA,Not Available,Banks,Banks,Financials,Regional Banks,NA,NA,8589,-3.0,21.27,14.87,20.10
,MOHAWK INDUSTRIES INC,MHK,USA,14.630,-0.42,1.19,5.0,17.5,0.4,1.98,0.1,9.46,3,197.89,219.66,4.58,0,22,5,22,16.45,15.28,22.63,USA,Not Available,Consumer Durables & Apparel,Household Durables,Consumer Discretionary,Home Furnishings,NA,NA,629,0.8,207.38,155.21,189.39
,CONTINENTAL RESOURCES INC,CLR,USA,14.613,14.00,19.16,32.3,97.2,12.6,26.54,11.6,-25.16,61,39.18,23.93,24.14,0,55,32,55,-41.68,-237.45,-23.94,USA,Not Available,Energy,"Oil, Gas & Consumable Fuels",Energy,Oil & Gas Exploration & Production,NA,NA,8280,6.2,51.65,17.46,22.98
,SPRINT CORP,S,USA,14.610,4.18,6.86,14.7,30.3,-20.6,3.03,8.7,-29.03,-2,3.68,3.47,29.50,29,28,42,28,-7.51,-21.03,-4.88,USA,Not Available,Telecommunication Services,Wireless Telecommunication Services,Telecommunication Services,Wireless Telecommunication Services,NA,NA,20716,-3.6,5.22,2.66,4.15
,GOLDCORP INC,GG,USA,14.581,1.85,-0.18,8.2,68.4,9.9,6.22,28.6,-10.15,41,17.56,41.25,9.48,0,42,10,42,79.82,50.17,-2.28,CAN,Not Available,Materials,Metals & Mining,Materials,Gold,NA,NA,11415,6.4,19.40,10.14,11.56
,FIRSTENERGY CORP,FE,USA,14.566,-3.34,-1.85,-4.7,6.8,8.8,-4.33,6.8,-5.09,7,34.39,40.72,5.13,5,15,5,15,12.10,12.71,23.16,USA,Not Available,Utilities,Electric Utilities,Utilities,Electric Utilities,NA,NA,3914,-2.5,36.25,29.29,31.73
,VULCAN MATERIALS CO,VMC,USA,14.544,1.77,0.82,3.6,27.6,15.2,1.57,21.3,30.45,13,109.21,75.30,0.00,0,23,0,23,33.40,24.49,54.27,USA,Not Available,Materials,Construction Materials,Materials,Construction Materials,NA,NA,1062,0.7,109.21,83.84,94.97
,GRAINGER (W W) INC,GWW,USA,14.535,-2.52,-0.65,0.0,22.4,10.2,-2.24,1.5,-7.27,12,234.32,230.65,5.96,0,20,6,20,19.45,18.02,17.33,USA,Not Available,Capital Goods,Trading Companies & Distributors,Industrials,Trading Companies & Distributors,NA,NA,743,-1.6,249.16,187.23,202.59
,GOLDCORP INC,G.,CAN,14.534,0.42,-2.65,3.5,50.7,5.7,3.44,24.8,-6.44,28,22.18,49.21,4.89,0,35,5,35,79.56,50.01,-2.27,CAN,Not Available,Materials,Metals & Mining,Materials,Gold,NA,NA,4405,6.3,23.32,14.37,15.99
,WILLIAMS COS INC,WMB,USA,14.523,11.34,20.32,27.3,-1.0,-50.2,25.90,-62.9,-62.83,-19,19.39,9.42,66.51,103,31,199,31,22.29,17.79,-33.82,USA,Not Available,Energy,"Oil, Gas & Consumable Fuels",Energy,Oil & Gas Storage & Transportation,NA,NA,13575,4.6,57.89,13.47,25.70
,BIOMARIN PHARMACEUTICAL INC,BMRN,USA,14.329,8.13,10.08,16.0,10.8,-9.9,10.80,-35.3,-22.02,-11,88.71,33.77,40.50,32,23,68,23,-36.81,-59.94,-97.91,USA,Not Available,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Health Care,Biotechnology,NA,NA,1824,0.6,149.09,68.41,104.76
,FREEPORT-MCMORAN INC,FCX,USA,14.304,7.46,25.08,15.4,196.2,-3.8,18.00,-5.0,-43.95,54,11.48,9.41,51.48,3,66,106,66,43.32,12.48,-0.60,USA,Not Available,Materials,Metals & Mining,Materials,Diversified Metals & Mining,NA,NA,52304,-5.7,23.66,3.94,6.77
,PERRIGO CO PLC,PRGO,USA,14.246,-5.19,-5.71,-6.9,-18.3,-19.4,-4.25,-34.9,-37.09,-18,99.55,164.07,49.84,63,0,99,0,10.51,9.53,157.28,USA,Not Available,"Pharmaceuticals, Biotechnology & Life Sciences",Pharmaceuticals,Health Care,Pharmaceuticals,NA,NA,1863,1.6,198.47,99.55,144.70
,SCHEIN (HENRY) INC,HSIC,USA,14.197,0.50,1.69,1.7,16.6,13.9,-1.20,16.2,19.85,9,172.26,183.90,0.37,0,15,0,24,26.02,23.60,27.37,USA,Not Available,Health Care Equipment & Services,Health Care Providers & Services,Health Care,Health Care Distributors,NA,NA,455,-2.8,172.90,131.11,158.19
,FLEETCOR TECHNOLOGIES INC,FLT,USA,14.186,2.25,5.90,5.8,24.8,3.9,3.79,1.4,-4.91,6,153.57,64.45,5.50,2,24,6,24,23.48,20.45,36.28,USA,NA (USA),Software & Services,IT Services,Information Technology,Data Processing & Outsourced Services,NA,NA,903,-2.0,162.51,117.46,142.93
,ALCOA INC,AA,USA,13.966,3.90,10.99,8.7,51.4,13.8,8.00,6.0,-21.33,3,10.66,11.24,24.66,0,36,33,36,31.35,19.93,-31.84,USA,Not Available,Materials,Metals & Mining,Materials,Aluminum,NA,NA,29051,-2.7,14.15,6.87,9.87
,EQUIFAX INC,EFX,USA,13.909,-0.40,0.60,4.0,10.4,9.1,-0.75,15.7,17.48,3,117.18,50.98,0.00,0,17,0,17,23.25,20.74,30.85,USA,Not Available,Commercial  & Professional Services,Professional Services,Industrials,Research & Consulting Services,NA,NA,745,-1.3,117.18,97.01,111.37
,INCYTE CORP,INCY,USA,13.892,-1.30,-0.90,10.0,-3.3,-30.2,4.73,-29.3,-28.48,-30,74.43,59.02,43.19,58,13,76,13,620.25,56.39,"2,711.25",USA,Not Available,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Health Care,Biotechnology,NA,NA,2172,5.7,131.01,65.07,108.45
,WHIRLPOOL CORP,WHR,USA,13.816,0.49,2.59,7.0,40.2,28.4,2.18,6.4,-4.67,26,179.43,206.18,6.55,4,28,7,28,12.25,10.71,14.76,USA,Not Available,Consumer Durables & Apparel,Household Durables,Consumer Discretionary,Household Appliances,NA,NA,1039,-0.4,192.01,128.64,146.87
,SKYWORKS SOLUTIONS INC,SWKS,USA,13.738,-4.74,-7.57,-6.2,6.7,-13.4,-8.54,-26.8,-23.44,-10,71.70,246.70,34.94,23,20,54,20,12.60,10.73,18.25,USA,Not Available,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Information Technology,Semiconductors,NA,NA,3660,-1.0,110.20,57.63,76.83
,AUTODESK INC,ADSK,USA,13.691,1.92,4.90,3.8,21.4,13.6,3.06,15.0,-4.95,-4,61.01,12.04,6.56,7,26,7,28,-83.58,554.64,-41.73,USA,Not Available,Software & Services,Software,Information Technology,Application Software,NA,NA,2373,-1.7,65.29,44.00,60.93
,CHIPOTLE MEXICAN GRILL INC,CMG,USA,13.638,-5.66,-1.89,-6.1,-1.8,-31.9,-4.75,-39.3,-30.55,-11,445.92,223.08,40.47,44,7,68,7,76.23,33.15,31.36,USA,Not Available,Consumer Services,"Hotels, Restaurants & Leisure",Consumer Discretionary,Restaurants,NA,NA,1287,-2.9,749.12,413.29,479.85
,LOEWS CORP,L,USA,13.627,1.30,5.12,3.9,13.9,8.6,3.45,5.4,-4.23,4,40.09,39.30,3.93,0,13,4,13,15.42,13.14,53.33,USA,Not Available,Insurance,Insurance,Financials,Multi-line Insurance,NA,NA,1179,-1.6,41.73,35.00,38.40
,RED HAT INC,RHT,USA,13.603,0.25,1.42,2.2,3.3,-3.3,-0.89,-5.2,-2.58,-8,74.49,73.56,10.05,11,15,11,15,40.05,33.25,71.28,USA,Not Available,Software & Services,Software,Information Technology,Systems Software,NA,NA,1664,-2.3,82.81,63.14,69.14
,AGILENT TECHNOLOGIES INC,A,USA,13.553,2.18,5.72,6.0,10.1,12.6,3.70,6.3,-1.62,0,41.32,35.31,2.78,2,13,3,17,22.22,19.22,31.67,USA,Not Available,"Pharmaceuticals, Biotechnology & Life Sciences",Life Sciences Tools & Services,Health Care,Life Sciences Tools & Services,NA,NA,1979,-1.9,42.50,34.45,41.81
,INVESCO LTD,IVZ,USA,13.540,3.59,9.32,6.7,9.8,-4.5,3.12,-13.7,-20.73,-1,32.43,50.06,22.06,5,19,28,19,13.35,11.16,14.81,USA,Not Available,Diversified Financials,Capital Markets,Financials,Asset Management & Custody Banks,NA,NA,4188,-5.7,41.61,26.30,33.48
,FASTENAL CO,FAST,USA,13.427,-0.39,-3.18,-6.7,20.1,17.8,-6.74,13.9,9.61,11,46.48,36.84,5.24,6,19,6,23,25.54,23.47,23.06,USA,Not Available,Capital Goods,Trading Companies & Distributors,Industrials,Trading Companies & Distributors,NA,NA,3111,-3.7,49.05,35.98,40.82
,STARWOOD HOTELS&RESORTS WRLD,HOT,USA,13.423,-1.72,0.05,-3.8,25.4,16.9,-0.47,-3.2,-4.96,14,79.54,31.26,8.16,3,25,9,25,28.46,26.43,23.89,USA,Not Available,Consumer Services,"Hotels, Restaurants & Leisure",Consumer Discretionary,"Hotels, Resorts & Cruise Lines",NA,NA,4487,-0.5,86.61,59.82,69.28
,VERISK ANALYTICS INC,VRSK,USA,13.349,0.05,0.79,0.7,9.9,-3.6,-2.49,5.0,7.58,2,78.79,56.75,2.90,2,14,3,14,23.95,21.68,25.04,USA,NA (USA),Commercial  & Professional Services,Professional Services,Industrials,Research & Consulting Services,NA,NA,943,-3.3,81.14,67.93,76.88
,PALO ALTO NETWORKS INC,PANW,USA,13.331,5.59,0.45,-4.6,0.0,-6.7,-7.82,-24.6,-3.46,-17,150.80,107.56,23.41,27,18,31,18,91.12,58.56,-87.20,USA,NA (USA),Technology Hardware & Equipment,Communications Equipment,Information Technology,Communications Equipment,NA,NA,2202,-8.2,196.88,123.74,176.14
,CA INC,CA,USA,13.326,0.13,0.47,-1.8,12.9,8.8,-2.61,3.8,-6.38,5,30.60,35.60,3.92,1,14,4,14,12.67,12.24,16.64,USA,Not Available,Software & Services,Software,Information Technology,Systems Software,NA,NA,3015,-3.1,31.85,26.35,30.45
,ENTERGY CORP,ETR,USA,13.310,-2.33,-3.39,-5.7,8.2,8.3,-7.03,7.4,-6.05,9,74.61,135.59,6.70,7,13,7,18,14.35,14.13,-69.05,USA,Not Available,Utilities,Electric Utilities,Utilities,Electric Utilities,NA,NA,1388,-3.8,79.97,61.53,68.36
,MOTOROLA SOLUTIONS INC,MSI,USA,13.229,-0.11,0.43,4.1,21.8,7.2,-0.72,27.0,24.75,10,75.90,47.55,0.28,0,19,0,24,16.66,15.31,21.32,USA,Not Available,Technology Hardware & Equipment,Communications Equipment,Information Technology,Communications Equipment,NA,NA,1662,-1.1,76.11,57.48,68.45
,ULTA SALON COSMETCS & FRAG,ULTA,USA,13.225,0.65,2.43,7.1,14.3,23.8,5.77,21.1,30.76,11,208.13,179.36,0.00,0,28,0,28,34.80,28.59,37.00,USA,NA (USA),Retailing,Specialty Retail,Consumer Discretionary,Specialty Stores,NA,NA,1449,3.3,208.13,150.07,185.00
,LIBERTY INTERACTV CP QVC GRP,QVCA,USA,13.128,2.30,2.54,7.7,5.4,-4.8,4.14,-6.4,-9.45,-1,26.76,47.41,11.57,2,13,13,13,21.24,16.67,20.24,USA,Not Available,Retailing,Internet & Catalog Retail,Consumer Discretionary,Catalog Retail,NA,NA,2159,1.6,30.26,23.17,27.32
,SBA COMMUNICATIONS CORP,SBAC,USA,13.119,2.12,3.94,6.0,10.3,-10.6,1.67,-11.8,-14.39,0,104.33,73.58,18.11,14,15,22,15,254.46,87.67,-76.69,USA,Not Available,Telecommunication Services,Diversified Telecommunication Services,Telecommunication Services,Integrated Telecommunication Services,NA,NA,1207,-2.2,127.40,88.79,105.07
,LIBERTY MEDIA SIRIUSXM GROUP,LSXMA,USA,13.067,0.00,1.51,3.0,8.8,-1.9,0.77,8.4,-0.86,0,39.06,26.31,5.19,5,17,5,17,42.92,31.25,206.58,USA,NA (USA),Media,Media,Consumer Discretionary,Cable & Satellite,NA,NA,970,-0.7,41.20,32.49,39.25
,UNIVERSAL HEALTH SVCS INC,UHS,USA,12.994,3.03,4.84,9.6,20.1,11.4,3.02,-8.4,5.29,7,132.19,133.22,8.98,0,21,10,21,17.88,16.42,17.34,USA,Not Available,Health Care Equipment & Services,Health Care Providers & Services,Health Care,Health Care Facilities,NA,NA,735,-1.7,145.23,104.26,119.49
,JARDEN CORP,JAH,USA,12.962,0.00,0.60,2.3,16.2,26.8,-1.96,7.2,12.90,4,58.97,48.04,1.96,2,24,2,24,19.21,17.04,76.16,USA,Not Available,Consumer Durables & Apparel,Household Durables,Consumer Discretionary,Housewares & Specialties,NA,NA,3827,-2.5,60.15,44.80,57.12
,AMERICAN WATER WORKS CO INC,AWK,USA,12.919,-2.83,-1.62,2.4,10.9,20.1,-0.37,35.9,24.87,16,71.41,58.37,0.00,0,22,0,30,25.23,23.49,22.46,USA,NA (USA),Utilities,Water Utilities,Utilities,Water Utilities,NA,NA,2105,1.3,71.41,49.70,59.75
,DISCOVERY COMMUNICATIONS INC,DISCA,USA,12.865,1.62,2.24,2.9,7.1,-3.3,-0.35,-9.4,-11.95,6,28.20,29.51,18.14,10,11,22,11,15.41,13.43,16.78,USA,Not Available,Media,Media,Consumer Discretionary,Broadcasting,NA,NA,3081,-2.5,34.45,25.00,26.68
,LABORATORY CP OF AMER HLDGS,LH,USA,12.839,1.85,2.74,6.8,7.8,8.8,2.82,-0.3,-4.07,-2,126.74,73.59,0.43,0,19,0,19,14.54,13.17,27.97,USA,Not Available,Health Care Equipment & Services,Health Care Providers & Services,Health Care,Health Care  Services,NA,NA,956,0.1,127.29,103.02,123.64
,DIGITAL REALTY TRUST INC,DLR,USA,12.803,-2.05,-4.83,0.0,15.3,17.4,-3.68,32.2,29.15,15,87.46,48.17,3.40,4,20,4,29,15.77,14.61,48.17,USA,Not Available,Real Estate,Real Estate Investment Trusts (REITs),Financials,Specialized REIT's,NA,NA,1319,1.2,90.54,61.71,75.62
,CITRIX SYSTEMS INC,CTXS,USA,12.796,2.92,5.61,8.1,22.9,2.2,4.22,19.7,23.75,9,83.19,118.24,0.00,0,23,0,23,16.77,15.33,37.64,USA,Not Available,Software & Services,Software,Information Technology,Application Software,NA,NA,1792,-1.3,83.19,63.95,75.65
,PRINCIPAL FINANCIAL GRP INC,PFG,USA,12.795,6.68,12.99,13.4,15.9,-12.7,10.58,-19.0,-14.57,-3,43.91,50.07,24.27,18,19,32,19,10.31,9.52,10.94,USA,Not Available,Insurance,Insurance,Financials,Life & Health Insurance,NA,NA,1968,-2.1,57.98,35.38,44.98
,TRACTOR SUPPLY CO,TSCO,USA,12.766,5.58,8.69,6.5,11.3,4.4,2.88,0.9,3.81,10,95.11,89.37,0.00,0,15,0,15,27.25,23.78,28.22,USA,Not Available,Retailing,Specialty Retail,Consumer Discretionary,Specialty Stores,NA,NA,1076,-5.3,95.11,80.78,85.50
,LAM RESEARCH CORP,LRCX,USA,12.725,-1.21,-0.58,2.2,17.4,8.2,-2.75,6.9,5.15,1,80.25,158.09,3.82,3,18,4,21,12.94,11.70,19.32,USA,Not Available,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Information Technology,Semiconductor Equipment,NA,NA,2558,-2.2,83.44,63.08,79.42
,MARKEL CORP,MKL,USA,12.605,-1.12,1.48,2.5,4.8,2.8,-0.40,1.2,18.57,1,903.00,465.22,1.84,2,8,2,17,34.08,33.46,21.04,USA,Not Available,Insurance,Insurance,Financials,Property & Casualty Insurance,NA,NA,52,-1.9,919.92,749.35,883.35
,MACY'S INC,M,USA,12.578,0.79,3.23,-5.8,-0.9,-14.6,-4.66,-41.4,-38.86,16,40.54,53.57,43.94,26,14,78,14,10.60,9.95,10.73,USA,Not Available,Retailing,Multiline Retail,Consumer Discretionary,Department Stores,NA,NA,4338,-7.6,72.31,34.87,34.98
,SAPUTO INC,SAP.,CAN,12.515,1.71,-0.07,-0.6,22.1,25.6,-1.30,34.9,13.08,19,40.37,28.82,1.30,1,24,1,28,25.88,22.37,22.53,CAN,Not Available,"Food, Beverage & Tobacco",Food Products,Consumer Staples,Packaged Foods & Meats,NA,NA,489,-1.2,40.90,29.13,34.92
