,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SCREEN,,,,REPORT,,,,,DATA LAST UPDATED,,,,,,,,,,,,,,,,,,,,,,,,,,
,Unsaved,,,,Unsaved Screening Default,,,,,Asia                Europe            Americas,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,4/26/16            4/26/16            4/26/16,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Name,Symbol,Country,Market Capitalization (bil) [USD],Price Return - Absolute 01 Week,Price Return - Absolute 02 Weeks,Price Return - Absolute 04 Weeks,Price Return - Absolute 13 Weeks,Price Return - Absolute 26 Weeks,Price Return - Absolute 3 Weeks,Price Return - Absolute 39 Weeks,Price Return - Absolute 52 Weeks,Price Return - Absolute Year to Date,"Price, Current [Local]",Warranted Default Price [Local],"Price, % 52 week High","Price, % Change to 26 Week High","Price, % Change to 26 Week Low","Price, % Change to 52 Week High","Price, % Change to 52 Week Low",Price / Earnings Ratio - FY1,Price / Earnings Ratio - FY2,Price / Earnings Ratio - LFY,Country (Domicile),Exchange Code,Industry Code - GICS Group,Industry Code - GICS Industry,Industry Code - GICS Sector,Industry Code - GICS Sub-Industry,Earnings Per Share - FY1 [Local],Earnings Per Share - FY2 [Local],Daily Volume Average (K shares),Price Return 2 Weeks Ago to 3 Weeks Ago,"Price, 52 Week High [Local]","Price, 52 Week Low [Local]",Price - Annual Closing [Local]
,SANDVINE CORP,SVC.,CAN,0.322,0.71,2.54,2.2,-17.5,7.2,2.91,-17.7,-35.09,-18,2.82,4.63,35.91,26,10,56,17,17.12,14.84,9.57,CAN,Not Available,Technology Hardware & Equipment,Communications Equipment,Information Technology,Communications Equipment,NA,NA,491,0.4,4.40,2.34,3.54
,INDIGO BOOKS & MUSIC INC,IDG.,CAN,0.322,3.75,3.75,11.4,30.4,47.4,9.50,57.9,39.61,22,15.90,18.49,4.22,4,30,4,38,14.59,18.49,-85.00,CAN,Not Available,Retailing,Specialty Retail,Consumer Discretionary,Specialty Stores,NA,NA,6,5.5,16.60,9.78,11.90
,LSB INDUSTRIES INC,LXU,USA,0.322,9.99,17.34,15.6,187.5,-9.3,13.81,-58.9,-66.98,88,13.77,-8.68,68.01,14,63,213,63,-20.86,14.49,-4.34,USA,Not Available,Materials,Chemicals,Materials,Diversified Chemicals,NA,NA,737,-3.0,43.05,5.05,7.25
,BIOTIE THERAPIES CORP,BITI,USA,0.322,0.19,2.68,2.8,7.7,82.6,0.61,43.7,NA,88,26.36,25.82,0.45,0,52,0,52,-7.64,-7.25,NA,USA,NA (USA),"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Health Care,Biotechnology,NA,NA,43,-2.0,26.48,12.71,NA
,CYTOKINETICS INC,CYTK,USA,0.321,6.62,10.64,28.1,6.9,24.7,18.64,19.6,17.66,-21,8.10,11.89,32.61,48,23,48,30,-5.26,-4.85,-10.78,USA,Not Available,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Health Care,Biotechnology,NA,NA,354,7.2,12.02,5.65,10.46
,PARK STERLING CORP,PSTB,USA,0.321,0.72,7.18,6.5,-0.6,-2.1,4.93,-2.1,1.01,-7,7.15,7.26,8.92,10,15,10,15,15.54,12.54,19.26,USA,NA (USA),Banks,Banks,Financials,Regional Banks,NA,NA,158,-2.1,7.85,6.09,7.32
,CONCERT PHARMACEUTICLS INC,CNCE,USA,0.321,7.81,5.25,13.0,-9.0,-34.2,5.86,-10.7,-0.34,-26,14.48,17.39,38.62,63,11,63,11,-9.16,-8.07,16.64,USA,NA (USA),"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Health Care,Biotechnology,NA,NA,126,0.6,23.59,12.95,18.97
,PEAPACK-GLADSTONE FINL CORP,PGC,USA,0.321,3.98,10.21,11.2,-10.8,-14.9,9.49,-13.8,-9.64,-12,19.95,20.16,15.14,18,16,18,16,16.35,13.39,15.74,USA,Not Available,Banks,Banks,Financials,Regional Banks,NA,NA,79,-0.6,23.51,16.70,20.62
,LIONBRIDGE TECHNOLOGIES INC,LIOX,USA,0.321,2.63,5.39,7.4,8.5,-9.1,2.21,-13.2,-9.93,7,5.05,10.55,21.09,21,19,27,19,7.95,7.16,20.46,USA,Not Available,Software & Services,IT Services,Information Technology,IT Consulting & Other Services,NA,NA,215,-3.0,6.40,4.11,4.91
,MYOKARDIA INC,MYOK,USA,0.321,5.90,1.81,35.6,36.0,NA,18.58,NA,NA,-18,12.30,9.75,18.65,23,45,23,45,-4.51,-12.24,NA,USA,NA (USA),"Pharmaceuticals, Biotechnology & Life Sciences",Pharmaceuticals,Health Care,Pharmaceuticals,NA,NA,59,16.5,15.12,6.78,NA
,OCEANFIRST FINANCIAL CORP,OCFC,USA,0.321,1.71,4.01,5.2,2.4,0.1,3.72,3.5,6.29,-9,18.57,17.56,8.70,10,12,10,12,16.43,10.70,16.42,USA,Not Available,Banks,Thrifts & Mortgage Finance,Financials,Thrifts & Mortgage Finance,NA,NA,50,-0.3,20.34,16.30,20.03
,KRATOS DEFENSE & SECURITY,KTOS,USA,0.321,0.00,7.51,16.5,62.6,10.6,5.16,-5.7,-5.86,27,5.43,-0.69,18.96,0,44,23,44,-23.61,77.57,-7.32,USA,Not Available,Capital Goods,Aerospace & Defense,Industrials,Aerospace & Defense,NA,NA,469,-2.2,6.70,3.06,4.10
,UNITED INSURANCE HOLDINGS CO,UIHC,USA,0.320,-3.97,-8.78,-14.5,0.5,-0.1,-17.21,-2.0,-26.31,-14,14.85,23.01,22.78,29,3,29,15,10.24,7.00,13.26,USA,NA (USA),Insurance,Insurance,Financials,Property & Casualty Insurance,NA,NA,163,-9.2,19.23,12.65,17.10
,REGULUS THERAPEUTICS INC,RGLS,USA,0.319,-9.41,-19.24,1.7,1.7,0.3,-10.40,-28.6,-62.55,-35,6.06,7.21,57.08,75,5,133,5,-4.38,-4.16,-8.07,USA,NA (USA),"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Health Care,Biotechnology,NA,NA,893,10.9,14.12,5.78,8.72
,BEAZER HOMES USA INC,BZH,USA,0.319,2.43,9.63,17.3,8.3,-37.2,12.56,-47.2,-45.28,-20,9.76,-1.65,53.70,50,32,116,32,11.42,6.02,0.92,USA,Not Available,Consumer Durables & Apparel,Household Durables,Consumer Discretionary,Homebuilding,NA,NA,885,2.7,21.08,6.62,11.49
,MALIBU BOATS INC,MBUU,USA,0.319,10.15,15.74,22.4,34.8,29.7,10.29,-5.9,-20.83,11,17.73,24.35,21.76,0,26,28,26,13.13,11.44,17.45,USA,NA (USA),Consumer Durables & Apparel,Leisure Products,Consumer Discretionary,Leisure Products,NA,NA,94,-4.7,22.66,13.07,16.23
,FLEXSTEEL INDUSTRIES INC,FLXS,USA,0.318,-3.31,-6.55,-3.7,-3.6,-7.0,-6.21,-1.9,14.74,-6,41.72,72.11,13.03,15,6,15,32,12.88,12.72,14.86,USA,Not Available,Consumer Durables & Apparel,Household Durables,Consumer Discretionary,Home Furnishings,NA,NA,26,0.4,47.97,28.21,44.58
,ELIZABETH ARDEN INC,RDEN,USA,0.317,5.01,27.39,28.2,29.0,-17.0,26.13,-1.6,-30.21,-5,10.57,-16.86,28.82,19,47,40,47,-6.52,-12.44,-1.16,USA,Not Available,Household & Personal Products,Personal Products,Consumer Staples,Personal Products,NA,NA,129,-1.0,14.85,5.64,9.59
,ASHFORD HOSPITALITY PRME INC,AHP,USA,0.317,-4.32,-1.63,8.2,1.6,-25.8,-7.26,-27.8,-32.88,-24,11.13,-5.76,31.25,34,12,45,12,7.16,6.31,214.50,USA,NA (USA),Real Estate,Real Estate Investment Trusts (REITs),Financials,Hotel & Resort REITs,NA,NA,189,-5.7,16.19,9.76,17.16
,JIVE SOFTWARE INC,JIVE,USA,0.316,4.59,8.47,13.6,17.5,-15.3,8.47,-13.5,-24.49,-1,4.14,2.62,28.62,20,27,40,27,-34.79,-69.00,-8.87,USA,NA (USA),Software & Services,Software,Information Technology,Application Software,NA,NA,221,0.0,5.80,3.01,4.08
,VOCERA COMMUNICATIONS INC,VCRA,USA,0.316,0.58,-6.52,-7.2,-12.4,15.3,-8.99,4.1,4.33,-1,11.99,7.59,17.02,21,2,21,13,-399.67,114.19,-18.48,USA,NA (USA),Health Care Equipment & Services,Health Care Technology,Health Care,Health Care Technology,NA,NA,279,-2.6,14.45,10.45,12.20
,SOUTHWEST BANCORP INC,OKSB,USA,0.316,-2.29,5.77,-0.4,-2.7,-13.1,2.94,-12.5,-12.06,-13,15.77,15.87,15.80,16,8,19,8,18.55,14.34,19.42,USA,Not Available,Banks,Banks,Financials,Regional Banks,NA,NA,71,-2.7,18.73,14.55,17.48
,IMMUNOMEDICS INC,IMMU,USA,0.315,13.38,21.05,30.4,62.6,34.7,22.90,-13.2,-21.27,6,3.33,1.60,23.27,0,44,30,49,-7.74,-20.18,-6.06,USA,Not Available,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Health Care,Biotechnology,NA,NA,866,1.5,4.34,1.70,3.09
,CHANNELADVISOR CORP,ECOM,USA,0.315,-1.68,3.80,17.3,-1.8,32.4,9.15,10.1,13.90,-14,12.50,5.14,12.34,14,30,14,30,-37.88,-62.50,-16.49,USA,NA (USA),Software & Services,Internet Software & Services,Information Technology,Internet Software & Services,NA,NA,131,5.2,14.26,8.72,13.85
,LSI INDUSTRIES INC,LYTS,USA,0.314,-4.65,1.46,16.8,15.2,22.0,6.11,23.5,38.38,1,12.70,13.29,3.20,3,19,3,35,30.98,24.90,56.33,USA,Not Available,Capital Goods,Electrical Equipment,Industrials,Electrical Components & Equipment,NA,NA,155,4.6,13.12,8.25,11.83
,TICC CAPITAL CORP,TICC,USA,0.313,2.82,8.26,11.8,6.7,-20.3,3.23,-17.6,-25.51,-12,5.22,11.93,27.09,33,15,37,15,7.20,9.49,-125.50,USA,Not Available,Diversified Financials,Capital Markets,Financials,Asset Management & Custody Banks,NA,NA,216,-4.6,7.16,4.42,7.53
,STAAR SURGICAL CO,STAA,USA,0.313,0.00,1.04,9.9,13.1,-2.1,5.56,-12.3,-14.88,5,7.85,2.31,26.15,12,21,35,21,-46.18,-35.68,-41.41,USA,Not Available,Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care,Health Care Supplies,NA,NA,140,4.5,10.63,6.17,9.11
,HERCULES OFFSHORE INC,HERO,USA,0.312,-23.94,-11.48,6.4,118.2,-87.7,-9.24,-94.8,-98.86,-16,1.93,0.23,99.26,833,56,13404,56,-0.94,-0.30,-0.74,USA,Not Available,Energy,Energy Equipment & Services,Energy,Oil & Gas Drilling,NA,NA,379,2.5,260.63,0.85,1.00
,TANDEM DIABETES CARE INC,TNDM,USA,0.311,5.80,11.94,27.0,14.9,26.5,11.44,-12.1,-26.68,-16,10.28,5.41,25.02,16,34,33,34,-4.72,-5.84,-4.72,USA,NA (USA),Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care,Health Care Equipment,NA,NA,188,-0.4,13.71,6.78,11.81
,HCI GROUP INC,HCI,USA,0.311,-5.91,-6.22,-6.1,0.4,-29.8,-5.94,-29.9,-33.55,-11,30.20,43.94,34.94,44,0,54,0,8.12,6.45,5.35,USA,NA (USA),Insurance,Insurance,Financials,Property & Casualty Insurance,NA,NA,130,0.3,46.42,30.20,34.85
,NANOSTRING TECHNOLOGIES INC,NSTG,USA,0.310,1.88,4.24,-2.0,5.9,10.4,2.27,3.3,33.94,12,15.91,3.21,18.07,4,25,22,25,-6.68,-8.26,-6.13,USA,NA (USA),"Pharmaceuticals, Biotechnology & Life Sciences",Life Sciences Tools & Services,Health Care,Life Sciences Tools & Services,NA,NA,129,-1.9,19.42,11.97,14.71
,ELLIS PERRY INTL INC,PERY,USA,0.310,4.51,6.47,3.7,7.0,-9.2,2.23,-18.7,-22.38,1,19.62,27.25,26.68,10,14,36,14,10.84,10.14,-10.37,USA,Not Available,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",Consumer Discretionary,"Apparel, Accessories & Luxury Goods",NA,NA,83,-4.0,26.76,16.78,25.93
,BLUE NILE INC,NILE,USA,0.309,-0.62,4.75,6.8,-22.9,-18.7,-0.51,-14.6,-7.07,-26,26.69,28.63,29.78,42,7,42,7,29.49,26.82,41.26,USA,Not Available,Retailing,Internet & Catalog Retail,Consumer Discretionary,Internet Retail,NA,NA,128,-5.0,38.01,24.69,37.13
,GREEN BANCORP INC,GNBC,USA,0.309,5.73,18.21,8.3,8.9,-33.9,9.92,-40.0,-29.99,-26,8.41,16.03,45.60,61,18,84,18,8.76,7.51,19.41,USA,NA (USA),Banks,Banks,Financials,Regional Banks,NA,NA,83,-7.0,15.46,6.89,10.48
,IMPRIVATA INC,IMPR,USA,0.308,-2.50,-3.10,4.7,5.2,13.4,-0.72,-20.1,-15.89,13,12.30,5.54,40.95,5,20,69,20,-20.50,-54.67,-12.02,USA,NA (USA),Health Care Equipment & Services,Health Care Technology,Health Care,Health Care Technology,NA,NA,72,2.5,20.83,9.85,11.30
,ARMADA HOFFLER PROPERTIES,AHH,USA,0.308,0.09,1.77,3.0,9.3,8.6,2.31,15.2,9.42,11,11.72,2.23,0.00,0,11,0,18,12.74,12.34,25.65,USA,NA (USA),Real Estate,Real Estate Investment Trusts (REITs),Financials,Diversified REIT's,NA,NA,186,0.5,11.72,9.57,9.49
,ALPHA AND OMEGA SEMICONDUCTOR,AOSL,USA,0.307,-1.33,9.17,22.9,45.0,51.6,12.20,69.1,55.66,40,13.65,19.42,0.00,0,40,0,47,-124.09,-682.50,-30.57,USA,NA (USA),Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Information Technology,Semiconductors,NA,NA,203,2.8,13.65,7.21,9.17
,QCR HOLDINGS INC,QCRH,USA,0.307,4.09,8.38,7.6,11.0,5.3,5.59,9.8,32.71,2,26.11,32.23,0.00,0,18,0,28,11.71,11.11,14.81,USA,Not Available,Banks,Banks,Financials,Regional Banks,NA,NA,22,-2.6,26.11,18.77,24.29
,NEULION INC,NLN.,CAN,0.306,2.99,22.12,32.7,72.5,97.1,20.00,-6.8,24.32,77,1.38,3.88,18.34,0,54,22,59,21.78,18.15,5.00,CAN,Not Available,Media,Media,Consumer Discretionary,Cable & Satellite,NA,NA,361,-1.7,1.69,0.57,0.75
,CLAUDE RESOURCES INC,CRJ.,CAN,0.306,12.35,29.93,48.1,103.2,141.8,44.70,235.1,203.17,148,1.99,3.87,0.00,0,65,0,71,13.27,9.48,15.75,CAN,Not Available,Materials,Metals & Mining,Materials,Gold,NA,NA,1820,11.4,1.99,0.57,0.32
,MONSTER WORLDWIDE INC,MWW,USA,0.306,1.88,4.84,0.9,-36.9,-57.5,1.56,-46.7,-48.25,-47,3.43,1.91,55.45,92,18,124,18,10.72,8.49,38.20,USA,Not Available,Software & Services,Internet Software & Services,Information Technology,Internet Software & Services,NA,NA,1596,-3.1,7.70,2.82,5.73
,IMMUNE DESIGN CORP,IMDZ,USA,0.306,10.56,19.27,56.3,35.7,22.3,22.43,-28.4,-37.31,-22,15.18,13.88,40.75,44,40,69,40,-7.55,-6.43,-14.45,USA,NA (USA),"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Health Care,Biotechnology,NA,NA,91,2.6,25.62,9.16,30.78
,BAOZUN INC,BZUN,USA,0.306,-4.32,-1.27,6.2,-7.9,-5.1,7.83,-23.7,NA,-28,6.08,5.95,51.28,46,19,105,19,62.67,22.82,NA,CHN,NA (USA),Software & Services,Internet Software & Services,Information Technology,Internet Software & Services,NA,NA,171,9.2,12.48,4.91,NA
,IMPERIAL METALS CORP,III.,CAN,0.306,7.08,21.30,5.9,4.3,-39.0,15.51,-39.5,-62.88,-26,4.75,-1.91,63.88,69,16,177,16,-16.96,6.99,-19.96,CAN,Not Available,Materials,Metals & Mining,Materials,Diversified Metals & Mining,NA,NA,56,-4.8,13.15,3.99,9.98
,NATURAL GROCERS VITAMIN CTGE,NGVC,USA,0.306,-32.23,-34.17,-37.5,-37.5,-45.7,-36.79,-40.8,-50.06,-36,13.60,12.92,49.14,76,2,97,2,25.19,20.92,27.96,USA,NA (USA),Food & Staples Retailing,Food & Staples Retailing,Consumer Staples,Food Retail,NA,NA,121,-4.0,26.74,13.35,20.13
,OCULAR THERAPEUTIX INC,OCUL,USA,0.305,14.46,17.57,62.5,97.1,98.5,44.52,-43.7,-43.81,45,12.33,8.15,55.03,16,55,122,55,-6.77,-5.84,-5.48,USA,NA (USA),"Pharmaceuticals, Biotechnology & Life Sciences",Pharmaceuticals,Health Care,Pharmaceuticals,NA,NA,310,22.9,27.42,5.59,9.37
,LEMAITRE VASCULAR INC,LMAT,USA,0.305,4.71,7.62,24.8,14.5,33.8,6.32,48.2,93.72,0,16.66,14.26,3.42,4,24,4,46,34.71,29.75,39.20,USA,Not Available,Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care,Health Care Equipment,NA,NA,101,-1.2,17.25,8.98,17.25
,LANDEC CORP,LNDC,USA,0.305,6.76,10.88,6.2,4.7,-10.8,6.86,-15.0,-21.33,-8,11.25,12.48,23.47,16,10,31,10,32.61,17.31,27.62,USA,Not Available,"Food, Beverage & Tobacco",Food Products,Consumer Staples,Packaged Foods & Meats,NA,NA,97,-3.6,14.70,10.11,13.81
,CTC MEDIA INC,CTCM,USA,0.304,-0.51,-0.51,0.0,4.8,13.4,-1.52,2.6,-54.01,5,1.95,6.05,43.97,2,13,78,13,10.54,8.82,7.06,RUS,Not Available,Media,Media,Consumer Discretionary,Broadcasting,NA,NA,440,-1.0,3.48,1.69,4.87
,INFINITY PHARMACEUTICALS INC,INFI,USA,0.304,4.80,9.35,29.4,-0.3,-37.1,21.07,-24.7,-54.95,-16,6.16,77.57,53.12,68,18,113,18,15.40,-3.42,-3.00,USA,Not Available,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Health Care,Biotechnology,NA,NA,620,10.7,13.14,5.06,7.85
,WEST BANCORPORATION INC,WTBA,USA,0.304,-0.91,5.60,3.9,2.0,-8.5,0.87,-5.1,-8.29,-8,18.94,18.57,9.16,10,13,10,13,13.82,12.54,14.63,USA,Not Available,Banks,Banks,Financials,Regional Banks,NA,NA,19,-4.5,20.85,16.40,19.75
,TOTAL ENERGY SERVICES INC,TOT.,CAN,0.304,4.45,6.14,7.1,-9.9,-23.2,8.65,-10.6,-14.79,-11,12.41,17.68,26.48,23,8,36,8,NA,26.40,48.43,CAN,Not Available,Energy,Energy Equipment & Services,Energy,Oil & Gas Equipment & Services,NA,NA,22,2.4,16.88,11.45,13.56
,TRIBUNE PUBLISHING CO,TPUB,USA,0.303,0.80,10.10,-6.7,-12.7,-20.7,-4.93,-50.2,-59.35,-21,11.55,-2.80,33.81,0,41,51,41,10.56,13.92,-83.82,USA,NA (USA),Media,Media,Consumer Discretionary,Publishing,NA,NA,180,-13.7,17.45,6.83,9.22
,XENOPORT INC,XNPT,USA,0.303,-0.40,-2.19,13.1,-3.0,-5.0,4.90,-33.4,-33.15,-16,4.78,5.93,37.02,37,16,59,19,-11.66,-9.56,-4.22,USA,Not Available,"Pharmaceuticals, Biotechnology & Life Sciences",Pharmaceuticals,Health Care,Pharmaceuticals,NA,NA,669,7.2,7.59,3.89,5.49
,COHU INC,COHU,USA,0.303,4.05,0.52,0.4,-1.6,3.9,-3.91,-5.0,9.38,-10,11.54,18.82,13.94,15,4,16,18,18.17,11.37,54.86,USA,Not Available,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Information Technology,Semiconductor Equipment,NA,NA,74,-4.4,13.41,9.49,12.07
,DENISON MINES CORP,DML.,CAN,0.303,-3.66,8.22,14.5,33.9,33.9,8.22,25.4,-31.30,32,0.74,0.68,31.48,11,33,46,33,-19.47,-34.35,-4.22,CAN,Not Available,Energy,"Oil, Gas & Consumable Fuels",Energy,Coal & Consumable Fuels,NA,NA,591,0.0,1.08,0.50,0.70
,DENISON MINES CORP,DNN,USA,0.302,-1.06,9.74,20.3,50.0,39.8,9.82,26.8,-35.26,42,0.58,0.58,34.61,7,37,53,37,-19.40,-34.23,-4.15,CAN,NA (USA),Energy,"Oil, Gas & Consumable Fuels",Energy,Coal & Consumable Fuels,NA,NA,481,0.1,0.89,0.37,0.50
,GAIN CAPITAL HOLDINGS INC,GCAP,USA,0.302,2.82,8.46,10.9,1.3,-10.7,7.96,-2.7,-29.46,-11,6.91,17.52,32.65,22,10,48,10,10.97,6.91,11.87,USA,NA (USA),Diversified Financials,Diversified Financial Services,Financials,Specialized Finance,NA,NA,171,-0.5,10.26,6.24,9.02
,WEYCO GROUP INC,WEYS,USA,0.302,0.18,3.65,9.1,9.6,-3.5,3.27,-3.9,-5.73,1,28.06,34.10,9.34,1,14,10,14,16.03,15.01,15.83,USA,Not Available,Retailing,Distributors,Consumer Discretionary,Distributors,NA,NA,11,-0.4,30.95,24.15,26.76
,YRC WORLDWIDE INC,YRCW,USA,0.301,4.02,7.04,-0.3,-9.1,-41.7,6.21,-22.7,-43.18,-32,9.38,24.04,52.43,95,25,110,25,7.05,4.89,709.00,USA,Not Available,Transportation,Road & Rail,Industrials,Trucking,NA,NA,766,-0.8,19.72,7.00,14.18
,SAFEGUARD SCIENTIFICS INC,SFE,USA,0.301,1.46,6.27,12.8,17.0,-16.0,5.50,-15.3,-17.72,-1,14.64,11.74,26.10,21,19,35,19,-8.37,-7.32,-5.09,USA,Not Available,Diversified Financials,Capital Markets,Financials,Asset Management & Custody Banks,NA,NA,61,-0.7,19.81,11.80,14.51
,CHINA MING YANG WIND POWER,MY,USA,0.300,0.00,-0.42,-0.4,13.3,3.9,0.00,-2.4,-32.68,0,2.40,2.96,34.25,1,15,52,20,-54.55,-8.54,4.66,CHN,NA (USA),Capital Goods,Electrical Equipment,Industrials,Heavy Electrical Equipment,NA,NA,507,0.4,3.65,1.93,2.19
,ARGONAUT GOLD INC,AR.,CAN,0.300,2.62,5.86,25.0,155.4,62.1,21.13,89.5,23.68,87,2.45,6.88,0.00,0,63,0,63,-386.68,64.45,-0.66,CAN,NA (CAN),Materials,Metals & Mining,Materials,Gold,NA,NA,1160,14.4,2.45,0.91,1.19
,ARLINGTON ASSET INVESTMENT,AI,USA,0.300,1.57,6.40,-3.9,22.1,-14.2,2.45,-31.3,-45.09,-3,13.07,46.12,39.41,12,19,65,19,3.65,3.92,-4.38,USA,Not Available,Diversified Financials,Capital Markets,Financials,Asset Management & Custody Banks,NA,NA,257,-3.7,21.57,10.62,13.23
,LUMENPULSE INC,LMP.,CAN,0.299,0.56,2.54,1.6,-5.4,19.3,-1.53,19.4,13.26,-9,16.14,17.17,13.37,15,11,15,22,31.65,17.45,-820.00,CAN,NA (CAN),Capital Goods,Electrical Equipment,Industrials,Electrical Components & Equipment,NA,NA,22,-4.0,18.63,12.66,16.40
,BANK OF MARIN BANCORP,BMRC,USA,0.299,-1.64,-0.65,-1.5,-6.6,-9.3,-1.82,2.3,-5.48,-9,49.25,48.87,11.64,13,3,13,5,14.83,14.61,17.28,USA,Not Available,Banks,Banks,Financials,Regional Banks,NA,NA,13,-1.2,55.74,46.89,53.40
,HORIZON BANCORP/IN,HBNC,USA,0.298,0.77,2.82,-0.2,-4.8,-8.6,0.65,3.6,6.49,-9,24.94,30.73,10.86,12,7,12,7,11.18,9.59,14.41,USA,Not Available,Banks,Banks,Financials,Regional Banks,NA,NA,30,-2.1,27.98,23.11,27.96
,CANACCORD GENUITY GROUP INC,CF.,CAN,0.298,6.94,13.97,-0.5,-9.4,-21.5,7.77,-40.1,-40.49,-15,4.19,1.42,48.40,22,13,94,13,-10.74,22.05,-28.93,CAN,Not Available,Diversified Financials,Capital Markets,Financials,Investment Banking & Brokerage,NA,NA,399,-5.4,8.12,3.65,7.81
,NEWCASTLE INVESTMENT CORP,NCT,USA,0.298,3.59,5.10,3.8,23.0,-11.5,1.88,-3.8,-19.67,9,4.48,5.77,17.65,10,29,21,29,5.38,7.86,4.40,USA,Not Available,Real Estate,Real Estate Investment Trusts (REITs),Financials,Mortgage REIT's,NA,NA,270,-3.1,5.44,3.20,4.49
,REGENXBIO INC,RGNX,USA,0.297,-2.67,-3.84,14.5,-11.1,-20.3,3.96,NA,NA,-38,11.28,38.07,63.26,120,13,172,13,-6.30,-4.92,NA,USA,NA (USA),"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Health Care,Biotechnology,NA,NA,83,8.1,30.70,9.85,NA
,MODEL N INC,MODN,USA,0.296,3.42,3.12,3.9,2.2,5.8,0.65,-5.5,-10.36,-5,10.95,4.99,11.84,7,13,13,13,-17.11,-54.75,-14.70,USA,NA (USA),Software & Services,Software,Information Technology,Application Software,NA,NA,96,-2.4,12.42,9.58,11.17
,MAGIC SOFTWARE ENTERPRISES,MGIC,USA,0.296,4.22,2.14,-2.6,20.8,19.7,-1.04,4.1,3.73,21,6.70,8.19,5.10,5,21,5,21,13.67,12.18,16.53,USA,Not Available,Software & Services,Software,Information Technology,Application Software,NA,NA,40,-3.1,7.06,5.30,5.95
,KEYW HOLDING CORP,KEYW,USA,0.296,3.34,9.37,11.4,43.8,-4.3,10.73,-24.5,-28.87,16,7.40,14.99,32.05,5,44,47,44,NA,35.24,-3.99,USA,NA (USA),Capital Goods,Aerospace & Defense,Industrials,Aerospace & Defense,NA,NA,365,1.2,10.89,4.16,6.02
,EXAR CORP,EXAR,USA,0.295,9.31,16.48,18.3,13.5,8.6,8.36,-24.5,-39.14,-3,6.13,8.72,44.37,11,18,80,18,19.16,13.62,-10.74,USA,Not Available,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Information Technology,Semiconductors,NA,NA,161,-7.0,11.02,5.00,10.20
,NORTHWEST HEALTHCARE PPTYS,NWH.UN,CAN,0.295,0.32,1.51,-2.1,8.8,10.3,1.84,19.6,1.73,5,9.55,3.45,1.04,1,15,1,20,9.74,11.24,11.11,CAN,NA (CAN),Real Estate,Real Estate Investment Trusts (REITs),Financials,Health Care REITs,NA,NA,114,0.3,9.65,7.63,10.44
,LUMOS NETWORKS CORP,LMOS,USA,0.295,0.86,1.09,0.7,17.9,-1.2,0.08,-7.8,-15.78,8,12.82,0.75,17.50,1,19,21,19,427.33,54.55,25.45,USA,NA (USA),Telecommunication Services,Diversified Telecommunication Services,Telecommunication Services,Alternative Carriers,NA,NA,114,-1.0,15.54,10.42,11.20
,FRANKLIN FINL NETWORK INC,FSB,USA,0.295,2.92,12.23,4.2,-1.3,18.7,4.45,17.0,34.78,-9,27.86,39.67,14.96,18,11,18,28,12.84,9.38,20.64,USA,NA (USA),Banks,Banks,Financials,Regional Banks,NA,NA,34,-6.9,32.76,19.94,31.38
,SUFFOLK BANCORP,SCNB,USA,0.293,-1.66,3.59,0.2,-3.6,-16.9,-1.43,-16.4,-0.48,-14,24.84,25.02,19.51,24,4,24,5,14.57,12.80,18.90,USA,Not Available,Banks,Banks,Financials,Regional Banks,NA,NA,21,-4.8,30.86,23.61,28.35
